USERID,CHECKTIME,CHECKTYPE,VERIFYCODE,SENSORID,Memoinfo,WorkCode,sn,UserExtFmt
2,"05/06/25 16:33:57","O",1,"1",,"0","A8N5232361065",1
2,"05/07/25 07:36:29","I",1,"1",,"0","A8N5232361065",1
2,"05/07/25 16:45:06","O",1,"1",,"0","A8N5232361065",1
2,"05/10/25 07:38:35","I",1,"1",,"0","A8N5232361065",1
2,"05/10/25 16:26:48","O",1,"1",,"0","A8N5232361065",1
2,"05/11/25 07:42:27","I",1,"1",,"0","A8N5232361065",1
2,"05/11/25 16:51:40","O",1,"1",,"0","A8N5232361065",1
2,"05/12/25 07:26:55","I",1,"1",,"0","A8N5232361065",1
2,"05/12/25 16:23:55","O",1,"1",,"0","A8N5232361065",1
2,"05/13/25 07:56:16","I",1,"1",,"0","A8N5232361065",1
2,"05/13/25 16:28:33","O",1,"1",,"0","A8N5232361065",1
2,"05/14/25 08:09:16","I",1,"1",,"0","A8N5232361065",1
2,"05/14/25 16:33:39","O",1,"1",,"0","A8N5232361065",1
2,"05/17/25 07:59:45","I",1,"1",,"0","A8N5232361065",1
2,"05/17/25 16:27:46","O",1,"1",,"0","A8N5232361065",1
2,"05/18/25 07:43:35","I",1,"1",,"0","A8N5232361065",1
2,"05/18/25 16:37:16","O",1,"1",,"0","A8N5232361065",1
2,"05/19/25 08:00:01","I",1,"1",,"0","A8N5232361065",1
2,"05/19/25 16:04:17","O",1,"1",,"0","A8N5232361065",1
2,"05/20/25 08:03:12","I",1,"1",,"0","A8N5232361065",1
2,"05/20/25 16:57:58","O",1,"1",,"0","A8N5232361065",1
2,"05/21/25 07:32:52","O",1,"1",,"0","A8N5232361065",1
2,"05/21/25 07:33:01","I",1,"1",,"0","A8N5232361065",1
2,"05/21/25 16:38:19","O",1,"1",,"0","A8N5232361065",1
2,"05/25/25 07:25:15","I",1,"1",,"0","A8N5232361065",1
2,"05/25/25 16:49:26","O",1,"1",,"0","A8N5232361065",1
2,"05/26/25 08:07:52","I",1,"1",,"0","A8N5232361065",1
2,"05/26/25 16:38:46","O",1,"1",,"0","A8N5232361065",1
2,"05/27/25 07:33:30","I",1,"1",,"0","A8N5232361065",1
2,"05/27/25 16:35:42","O",1,"1",,"0","A8N5232361065",1
2,"05/28/25 07:38:37","I",1,"1",,"0","A8N5232361065",1
2,"05/28/25 16:37:00","O",1,"1",,"0","A8N5232361065",1
2,"05/29/25 07:37:13","I",1,"1",,"0","A8N5232361065",1
2,"05/29/25 15:42:13","O",1,"1",,"0","A8N5232361065",1
2,"06/01/25 07:27:23","I",1,"1",,"0","A8N5232361065",1
2,"06/01/25 16:33:03","O",1,"1",,"0","A8N5232361065",1
2,"06/02/25 07:40:01","I",1,"1",,"0","A8N5232361065",1
2,"06/02/25 16:36:49","O",1,"1",,"0","A8N5232361065",1
2,"06/03/25 07:38:44","I",1,"1",,"0","A8N5232361065",1
2,"06/03/25 16:46:03","O",1,"1",,"0","A8N5232361065",1
2,"06/04/25 07:16:19","I",1,"1",,"0","A8N5232361065",1
2,"06/04/25 16:36:39","O",1,"1",,"0","A8N5232361065",1
2,"06/05/25 07:41:37","I",1,"1",,"0","A8N5232361065",1
2,"06/05/25 14:51:19","I",1,"1",,"0","A8N5232361065",1
2,"06/05/25 14:51:28","O",1,"1",,"0","A8N5232361065",1
2,"06/08/25 07:54:10","I",1,"1",,"0","A8N5232361065",1
2,"06/08/25 16:30:30","O",1,"1",,"0","A8N5232361065",1
2,"06/09/25 07:51:49","O",1,"1",,"0","A8N5232361065",1
2,"06/09/25 16:32:28","O",1,"1",,"0","A8N5232361065",1
2,"06/10/25 07:59:25","I",1,"1",,"0","A8N5232361065",1
2,"06/10/25 16:38:19","O",1,"1",,"0","A8N5232361065",1
2,"06/11/25 07:53:20","I",1,"1",,"0","A8N5232361065",1
2,"06/11/25 16:34:12","O",1,"1",,"0","A8N5232361065",1
2,"06/12/25 07:55:08","I",1,"1",,"0","A8N5232361065",1
2,"06/12/25 16:38:21","O",1,"1",,"0","A8N5232361065",1
2,"06/15/25 07:39:10","I",1,"1",,"0","A8N5232361065",1
2,"06/15/25 16:27:59","O",1,"1",,"0","A8N5232361065",1
2,"06/16/25 07:42:20","I",1,"1",,"0","A8N5232361065",1
2,"06/16/25 16:27:49","O",1,"1",,"0","A8N5232361065",1
2,"06/17/25 07:26:23","I",1,"1",,"0","A8N5232361065",1
2,"06/17/25 16:17:14","O",1,"1",,"0","A8N5232361065",1
2,"06/18/25 08:17:43","I",1,"1",,"0","A8N5232361065",1
2,"06/18/25 16:08:11","O",1,"1",,"0","A8N5232361065",1
2,"06/19/25 07:38:23","I",1,"1",,"0","A8N5232361065",1
2,"06/19/25 16:28:45","O",1,"1",,"0","A8N5232361065",1
2,"06/22/25 07:32:40","I",1,"1",,"0","A8N5232361065",1
2,"06/22/25 16:26:47","O",1,"1",,"0","A8N5232361065",1
2,"06/23/25 08:00:32","I",1,"1",,"0","A8N5232361065",1
2,"06/23/25 16:27:59","O",1,"1",,"0","A8N5232361065",1
2,"06/24/25 07:52:24","I",1,"1",,"0","A8N5232361065",1
2,"06/24/25 16:25:48","O",1,"1",,"0","A8N5232361065",1
2,"06/25/25 07:52:46","I",1,"1",,"0","A8N5232361065",1
2,"06/25/25 16:30:16","O",1,"1",,"0","A8N5232361065",1
2,"06/26/25 07:57:29","I",1,"1",,"0","A8N5232361065",1
2,"06/26/25 16:27:28","O",1,"1",,"0","A8N5232361065",1
2,"06/29/25 07:52:37","I",1,"1",,"0","A8N5232361065",1
2,"06/29/25 16:26:44","O",1,"1",,"0","A8N5232361065",1
2,"06/30/25 07:33:27","I",1,"1",,"0","A8N5232361065",1
2,"06/30/25 16:17:47","O",1,"1",,"0","A8N5232361065",1
2,"07/01/25 08:03:47","I",1,"1",,"0","A8N5232361065",1
2,"07/01/25 16:29:54","O",1,"1",,"0","A8N5232361065",1
2,"07/02/25 08:15:02","I",1,"1",,"0","A8N5232361065",1
2,"07/03/25 08:01:48","I",1,"1",,"0","A8N5232361065",1
2,"07/03/25 16:25:10","O",1,"1",,"0","A8N5232361065",1
2,"07/06/25 16:16:27","O",1,"1",,"0","A8N5232361065",1
2,"07/07/25 07:45:42","I",1,"1",,"0","A8N5232361065",1
2,"07/07/25 16:25:22","O",1,"1",,"0","A8N5232361065",1
2,"07/08/25 07:57:48","I",1,"1",,"0","A8N5232361065",1
2,"07/08/25 16:52:22","O",1,"1",,"0","A8N5232361065",1
2,"07/09/25 08:06:54","I",1,"1",,"0","A8N5232361065",1
2,"07/09/25 16:17:26","O",1,"1",,"0","A8N5232361065",1
2,"07/10/25 07:44:22","I",1,"1",,"0","A8N5232361065",1
2,"07/10/25 16:20:24","O",1,"1",,"0","A8N5232361065",1
2,"07/13/25 07:49:51","I",1,"1",,"0","A8N5232361065",1
2,"07/14/25 08:02:30","I",1,"1",,"0","A8N5232361065",1
2,"07/14/25 16:31:06","I",1,"1",,"0","A8N5232361065",1
2,"07/14/25 16:31:28","O",1,"1",,"0","A8N5232361065",1
2,"07/15/25 07:49:20","I",1,"1",,"0","A8N5232361065",1
2,"07/15/25 16:18:53","O",1,"1",,"0","A8N5232361065",1
2,"07/16/25 07:53:29","I",1,"1",,"0","A8N5232361065",1
2,"07/16/25 16:23:10","O",1,"1",,"0","A8N5232361065",1
2,"07/17/25 07:57:49","I",1,"1",,"0","A8N5232361065",1
2,"07/17/25 16:29:18","O",1,"1",,"0","A8N5232361065",1
2,"07/20/25 07:45:00","I",1,"1",,"0","A8N5232361065",1
2,"07/20/25 16:25:15","O",1,"1",,"0","A8N5232361065",1
2,"07/21/25 08:02:37","I",1,"1",,"0","A8N5232361065",1
2,"07/21/25 16:26:25","O",1,"1",,"0","A8N5232361065",1
2,"07/22/25 07:49:02","I",1,"1",,"0","A8N5232361065",1
2,"07/22/25 16:55:14","O",1,"1",,"0","A8N5232361065",1
2,"07/23/25 07:43:14","I",1,"1",,"0","A8N5232361065",1
2,"07/23/25 16:08:04","O",1,"1",,"0","A8N5232361065",1
2,"07/24/25 07:42:53","I",1,"1",,"0","A8N5232361065",1
2,"07/24/25 16:06:23","O",1,"1",,"0","A8N5232361065",1
2,"07/27/25 07:49:48","I",1,"1",,"0","A8N5232361065",1
2,"07/27/25 16:26:37","O",1,"1",,"0","A8N5232361065",1
2,"07/28/25 08:01:36","I",1,"1",,"0","A8N5232361065",1
2,"07/28/25 16:09:49","O",1,"1",,"0","A8N5232361065",1
2,"07/29/25 07:48:42","I",1,"1",,"0","A8N5232361065",1
2,"07/29/25 16:20:56","O",1,"1",,"0","A8N5232361065",1
2,"07/30/25 08:00:27","I",1,"1",,"0","A8N5232361065",1
2,"07/30/25 16:23:11","O",1,"1",,"0","A8N5232361065",1
2,"07/31/25 08:08:47","I",1,"1",,"0","A8N5232361065",1
2,"07/31/25 16:02:27","O",1,"1",,"0","A8N5232361065",1
2,"08/03/25 07:43:13","I",1,"1",,"0","A8N5232361065",1
2,"08/03/25 16:44:55","O",1,"1",,"0","A8N5232361065",1
2,"08/19/25 07:48:59","I",1,"1",,"0","A8N5232361065",1
2,"08/20/25 08:00:10","I",1,"1",,"0","A8N5232361065",1
2,"08/20/25 16:19:12","O",1,"1",,"0","A8N5232361065",1
2,"08/21/25 08:02:42","I",1,"1",,"0","A8N5232361065",1
2,"08/21/25 16:08:07","O",1,"1",,"0","A8N5232361065",1
2,"08/24/25 07:49:21","I",1,"1",,"0","A8N5232361065",1
2,"08/24/25 16:26:10","O",1,"1",,"0","A8N5232361065",1
2,"08/25/25 07:47:00","I",1,"1",,"0","A8N5232361065",1
2,"08/25/25 16:14:14","O",1,"1",,"0","A8N5232361065",1
2,"08/26/25 08:09:42","I",1,"1",,"0","A8N5232361065",1
2,"08/26/25 16:20:47","O",1,"1",,"0","A8N5232361065",1
2,"08/27/25 07:57:27","I",1,"1",,"0","A8N5232361065",1
2,"08/27/25 16:13:18","O",1,"1",,"0","A8N5232361065",1
2,"08/28/25 07:46:58","I",1,"1",,"0","A8N5232361065",1
2,"08/28/25 16:08:33","O",1,"1",,"0","A8N5232361065",1
2,"08/31/25 08:02:59","I",1,"1",,"0","A8N5232361065",1
2,"08/31/25 16:09:12","O",1,"1",,"0","A8N5232361065",1
2,"09/01/25 08:10:45","I",1,"1",,"0","A8N5232361065",1
2,"09/01/25 16:42:05","O",1,"1",,"0","A8N5232361065",1
2,"09/02/25 08:20:28","I",1,"1",,"0","A8N5232361065",1
2,"09/03/25 08:05:14","I",1,"1",,"0","A8N5232361065",1
2,"09/04/25 08:04:02","I",1,"1",,"0","A8N5232361065",1
2,"09/04/25 16:12:32","O",1,"1",,"0","A8N5232361065",1
2,"09/08/25 07:56:31","I",1,"1",,"0","A8N5232361065",1
2,"09/08/25 16:18:13","O",1,"1",,"0","A8N5232361065",1
2,"09/09/25 08:01:11","I",1,"1",,"0","A8N5232361065",1
2,"09/09/25 16:09:15","O",1,"1",,"0","A8N5232361065",1
2,"09/10/25 07:47:43","I",1,"1",,"0","A8N5232361065",1
2,"09/11/25 07:58:56","I",1,"1",,"0","A8N5232361065",1
2,"09/11/25 16:15:42","O",1,"1",,"0","A8N5232361065",1
2,"09/15/25 07:56:51","I",1,"1",,"0","A8N5232361065",1
2,"09/15/25 16:12:10","O",1,"1",,"0","A8N5232361065",1
2,"09/16/25 07:52:01","I",1,"1",,"0","A8N5232361065",1
2,"09/16/25 16:10:30","O",1,"1",,"0","A8N5232361065",1
2,"09/17/25 08:05:14","I",1,"1",,"0","A8N5232361065",1
2,"09/17/25 16:08:33","O",1,"1",,"0","A8N5232361065",1
2,"09/18/25 16:10:02","O",1,"1",,"0","A8N5232361065",1
2,"09/21/25 08:02:00","I",1,"1",,"0","A8N5232361065",1
2,"09/21/25 16:52:03","O",1,"1",,"0","A8N5232361065",1
2,"09/22/25 07:58:27","I",1,"1",,"0","A8N5232361065",1
2,"09/22/25 16:12:14","O",1,"1",,"0","A8N5232361065",1
2,"09/23/25 07:57:19","I",1,"1",,"0","A8N5232361065",1
2,"09/23/25 16:13:57","I",1,"1",,"0","A8N5232361065",1
2,"09/24/25 08:03:04","I",1,"1",,"0","A8N5232361065",1
2,"09/25/25 07:56:01","I",1,"1",,"0","A8N5232361065",1
2,"09/25/25 16:14:19","O",1,"1",,"0","A8N5232361065",1
2,"09/28/25 07:57:22","I",1,"1",,"0","A8N5232361065",1
2,"09/28/25 16:43:26","O",1,"1",,"0","A8N5232361065",1
2,"09/29/25 07:57:01","I",1,"1",,"0","A8N5232361065",1
2,"09/29/25 16:25:24","O",1,"1",,"0","A8N5232361065",1
2,"09/30/25 08:08:46","I",1,"1",,"0","A8N5232361065",1
2,"09/30/25 16:07:04","O",1,"1",,"0","A8N5232361065",1
2,"10/01/25 07:57:10","I",1,"1",,"0","A8N5232361065",1
2,"10/01/25 16:08:47","O",1,"1",,"0","A8N5232361065",1
2,"10/02/25 08:10:44","I",1,"1",,"0","A8N5232361065",1
2,"10/02/25 16:14:07","O",1,"1",,"0","A8N5232361065",1
2,"10/05/25 07:49:59","I",1,"1",,"0","A8N5232361065",1
2,"10/05/25 16:05:29","I",1,"1",,"0","A8N5232361065",1
2,"10/05/25 16:05:54","O",1,"1",,"0","A8N5232361065",1
2,"10/06/25 07:54:33","I",1,"1",,"0","A8N5232361065",1
2,"10/06/25 16:06:11","O",1,"1",,"0","A8N5232361065",1
2,"10/07/25 07:58:20","I",1,"1",,"0","A8N5232361065",1
2,"10/08/25 08:04:47","I",1,"1",,"0","A8N5232361065",1
2,"10/08/25 16:39:58","O",1,"1",,"0","A8N5232361065",1
2,"10/09/25 07:55:16","I",1,"1",,"0","A8N5232361065",1
2,"10/13/25 16:22:23","O",1,"1",,"0","A8N5232361065",1
2,"10/14/25 07:56:53","I",1,"1",,"0","A8N5232361065",1
2,"10/15/25 07:57:56","I",1,"1",,"0","A8N5232361065",1
2,"10/16/25 07:48:21","I",1,"1",,"0","A8N5232361065",1
2,"10/19/25 07:55:43","I",1,"1",,"0","A8N5232361065",1
2,"10/20/25 07:58:53","I",1,"1",,"0","A8N5232361065",1
2,"10/21/25 07:56:05","I",1,"1",,"0","A8N5232361065",1
2,"10/21/25 16:02:58","O",1,"1",,"0","A8N5232361065",1
2,"10/22/25 07:59:19","I",1,"1",,"0","A8N5232361065",1
2,"10/23/25 07:55:46","I",1,"1",,"0","A8N5232361065",1
2,"10/26/25 08:01:14","I",1,"1",,"0","A8N5232361065",1
2,"10/27/25 07:58:51","I",1,"1",,"0","A8N5232361065",1
2,"10/28/25 08:08:14","I",1,"1",,"0","A8N5232361065",1
2,"10/30/25 07:56:47","I",1,"1",,"0","A8N5232361065",1
2,"11/02/25 08:01:06","I",1,"1",,"0","A8N5232361065",1
2,"11/02/25 16:08:22","O",1,"1",,"0","A8N5232361065",1
2,"11/11/25 16:06:56","O",1,"1",,"0","A8N5232361065",1
2,"11/12/25 07:56:51","I",1,"1",,"0","A8N5232361065",1
2,"11/13/25 07:52:27","I",1,"1",,"0","A8N5232361065",1
2,"11/30/25 08:09:27","I",1,"1",,"0","A8N5232361065",1
2,"12/01/25 07:58:15","I",1,"1",,"0","A8N5232361065",1
2,"12/01/25 16:04:06","O",1,"1",,"0","A8N5232361065",1
2,"12/02/25 07:57:12","I",1,"1",,"0","A8N5232361065",1
2,"12/02/25 16:03:54","O",1,"1",,"0","A8N5232361065",1
2,"12/03/25 08:03:25","I",1,"1",,"0","A8N5232361065",1
2,"12/08/25 16:27:00","O",1,"1",,"0","A8N5232361065",1
2,"12/10/25 08:01:00","I",1,"1",,"0","A8N5232361065",1
2,"12/14/25 08:01:40","I",1,"1",,"0","A8N5232361065",1
2,"12/14/25 16:22:06","O",1,"1",,"0","A8N5232361065",1
2,"12/15/25 16:06:02","O",1,"1",,"0","A8N5232361065",1
2,"12/16/25 08:00:43","I",1,"1",,"0","A8N5232361065",1
2,"12/16/25 16:46:52","O",1,"1",,"0","A8N5232361065",1
2,"12/17/25 07:47:55","I",1,"1",,"0","A8N5232361065",1
2,"12/17/25 16:14:06","O",1,"1",,"0","A8N5232361065",1
2,"12/18/25 07:53:43","I",1,"1",,"0","A8N5232361065",1
2,"12/18/25 16:01:45","O",1,"1",,"0","A8N5232361065",1
2,"12/21/25 07:44:53","I",1,"1",,"0","A8N5232361065",1
2,"12/21/25 16:40:07","O",1,"1",,"0","A8N5232361065",1
2,"12/22/25 07:59:52","I",1,"1",,"0","A8N5232361065",1
2,"12/23/25 07:55:25","I",1,"1",,"0","A8N5232361065",1
2,"12/23/25 16:49:28","O",1,"1",,"0","A8N5232361065",1
2,"12/24/25 08:02:57","I",1,"1",,"0","A8N5232361065",1
2,"12/24/25 16:55:53","O",1,"1",,"0","A8N5232361065",1
2,"12/25/25 07:56:28","I",1,"1",,"0","A8N5232361065",1
2,"12/25/25 16:16:56","O",1,"1",,"0","A8N5232361065",1
2,"12/28/25 07:59:01","I",1,"1",,"0","A8N5232361065",1
2,"12/29/25 07:51:37","I",1,"1",,"0","A8N5232361065",1
2,"12/30/25 07:48:05","I",1,"1",,"0","A8N5232361065",1
2,"12/30/25 16:24:02","O",1,"1",,"0","A8N5232361065",1
2,"12/31/25 07:54:54","I",1,"1",,"0","A8N5232361065",1
2,"01/01/26 07:56:48","I",1,"1",,"0","A8N5232361065",1
2,"01/01/26 16:32:38","O",1,"1",,"0","A8N5232361065",1
2,"01/04/26 08:05:21","I",1,"1",,"0","A8N5232361065",1
2,"01/04/26 16:21:23","O",1,"1",,"0","A8N5232361065",1
2,"01/05/26 07:52:25","I",1,"1",,"0","A8N5232361065",1
2,"01/05/26 16:40:37","O",1,"1",,"0","A8N5232361065",1
2,"01/06/26 08:07:57","I",1,"1",,"0","A8N5232361065",1
2,"01/06/26 16:30:39","O",1,"1",,"0","A8N5232361065",1
2,"01/07/26 08:06:23","I",1,"1",,"0","A8N5232361065",1
2,"01/07/26 16:33:21","O",1,"1",,"0","A8N5232361065",1
2,"01/08/26 08:05:10","I",1,"1",,"0","A8N5232361065",1
2,"01/08/26 16:03:12","O",1,"1",,"0","A8N5232361065",1
2,"01/11/26 08:04:41","I",1,"1",,"0","A8N5232361065",1
2,"01/11/26 16:04:32","O",1,"1",,"0","A8N5232361065",1
2,"01/12/26 07:55:57","I",1,"1",,"0","A8N5232361065",1
2,"01/12/26 16:02:52","O",1,"1",,"0","A8N5232361065",1
2,"01/13/26 08:01:45","I",1,"1",,"0","A8N5232361065",1
2,"01/14/26 16:02:03","O",1,"1",,"0","A8N5232361065",1
2,"01/15/26 07:53:18","I",1,"1",,"0","A8N5232361065",1
2,"01/15/26 16:05:23","O",1,"1",,"0","A8N5232361065",1
2,"01/18/26 08:00:23","I",1,"1",,"0","A8N5232361065",1
2,"01/18/26 16:04:45","O",1,"1",,"0","A8N5232361065",1
2,"01/19/26 08:04:25","I",1,"1",,"0","A8N5232361065",1
2,"01/19/26 15:57:46","O",1,"1",,"0","A8N5232361065",1
2,"01/20/26 08:02:19","I",1,"1",,"0","A8N5232361065",1
2,"01/20/26 16:00:00","O",1,"1",,"0","A8N5232361065",1
2,"01/21/26 07:58:17","I",1,"1",,"0","A8N5232361065",1
2,"01/21/26 16:03:58","O",1,"1",,"0","A8N5232361065",1
2,"01/22/26 07:54:40","I",1,"1",,"0","A8N5232361065",1
